Gene	N_mutations	Mean	Median	95CI_lower	95CI_upper	Min	Max	MSC	Source
ANGPTL3	17	26.10882353	26	12.6179744	39.59967266	16.6	36	12.6179744	HGMD
ANGPTL4	19	32.09894737	33	12.49611608	51.70177865	14.68	48	12.49611608	HGMD
ANGPTL6	5	20.36	14.08	9.175864252	31.54413575	11.24	37	9.175864252	HGMD
ANGPTL7	2	25.25	25.25	24.79465341	25.70534659	25	25.5	24.79465341	HGMD
ANGPTL8	14	33.01428571	34	22.26883069	43.75974074	26	43	22.26883069	HGMD
ANK1	302	33.00492384	34	14.39651945	51.61332823	0.014	60	14.39651945	HGMD
ANK2	47	22.71795745	24	0.024	47.03370879	0.024	42	0.024	HGMD
ANK3	25	28.27284	31	5.738987763	50.80669224	0.261	41	5.738987763	HGMD
ANKDD1B	3	6.074666667	2.015	0.669	16.06169205	0.669	15.54	0.669	HGMD
ANKH	18	24.59722222	25.55	11.16347788	38.03096657	12.25	34	11.16347788	HGMD
ANKH-DT	4	26.1	26.35	21.21695181	30.98304819	20.7	31	21.21695181	HGMD
ANKIB1	10	33.09	33	26.46611083	39.71388917	26.9	37	26.46611083	HGMD
ANKLE2	5	25.96	25.6	24.12034567	27.79965433	23.9	27.9	24.12034567	HGMD
ANKRD1	13	21.61161538	24.8	2.668	53.19967912	2.668	37	2.668	HGMD
ANKRD11	344	29.667625	31	7.835875082	51.49937492	0.002	58	7.835875082	HGMD
ANKRD12	2	26.09	26.09	11.68283383	40.49716617	18.18	34	11.68283383	HGMD
ANKRD17	28	33.35714286	35	21.09101918	45.62326653	24.5	40	21.09101918	HGMD
ANKRD2	15	28.59	28.1	14.49005376	42.68994624	19.65	37	14.49005376	HGMD
ANKRD24	2	30.9	30.9	28.896475	32.903525	29.8	32	28.896475	HGMD
ANKRD26	25	17.51032	14.04	6.758	40.51647755	6.758	38	6.758	HGMD
ANKRD26P4	4	28.55	30.45	22.91804185	34.18195815	21.3	32	22.91804185	HGMD
ANKRD27	6	24.22833333	21.5	16.68998304	31.76668363	16.28	34	16.68998304	HGMD
ANKRD31	2	31.45	31.45	24.98407839	37.91592161	27.9	35	24.98407839	HGMD
ANKRD34C-AS1	3	17.51333333	16.67	13.68743269	21.33923397	14.87	21	13.68743269	HGMD
ANKRD37	2	28.45	28.45	25.9911284	30.9088716	27.1	29.8	25.9911284	HGMD
ANKRD49	5	25.94	25.7	22.76547456	29.11452544	21.3	28.9	22.76547456	HGMD
ANKRD49P1	32	25.5669375	24.9	1.621701928	49.51217307	8.895	45	1.621701928	HGMD
ANKRD52	16	25.7345	25.4	6.593411445	44.87558855	5.912	41	6.593411445	HGMD
ANKRD6	2	22.8	22.8	22.07144545	23.52855455	22.4	23.2	22.07144545	HGMD
ANKRD9	3	34.86666667	32	22.70872001	47.02461332	26.6	46	22.70872001	HGMD
ANKS4B	2	12.294	12.294	2.088	30.88306927	2.088	22.5	2.088	HGMD
ANKS6	18	29.77738889	29.9	5.366723856	54.18805392	9.313	54	5.366723856	HGMD
ANKUB1	4	31.1	30.3	23.27757493	38.92242507	24.8	39	23.27757493	HGMD
ANLN	7	27.88571429	26.4	21.89902616	33.87240241	21.6	42	21.89902616	HGMD
ANO1	6	32.78333333	31.5	24.52762814	41.03903852	24	49	24.52762814	HGMD
ANO10	42	30.91357143	32	9.195076172	52.63206669	4.587	53	9.195076172	HGMD
ANO2	23	25.83182609	26.5	7.613113358	44.05053882	4.352	39	7.613113358	HGMD
ANO3	22	27.46727273	28.8	14.46156257	40.47298288	11.58	33	14.46156257	HGMD
ANO5	175	27.24028	27.7	7.924542572	46.55601743	0.004	43	7.924542572	HGMD
ANO6	5	32.6	33	27.73447731	37.46552269	25	38	27.73447731	HGMD
ANO8	24	31.21583333	32	15.81132615	46.62034052	18.88	44	15.81132615	HGMD
ANOS1	171	25.97344444	25.1	5.272334075	46.67455481	0.051	38	5.272334075	HGMD
ANTKMT	4	27.15	24.05	19.81651626	34.48348374	23.5	37	19.81651626	HGMD
ANTXR1	18	29.2065	31.5	5.626014491	52.78698551	0.097	44	5.626014491	HGMD
ANTXR2	56	29.34928571	30.35	14.3133186	44.38525282	13.08	41	14.3133186	HGMD
ANXA11	29	27.25965517	28.4	8.705970044	45.8133403	11.46	43	8.705970044	HGMD
AOPEP	54	26.3512037	25.35	5.442974698	47.25943271	0.55	54	5.442974698	HGMD
AP1B1	9	37.13333333	36	32.50355886	41.7631078	29.2	44	32.50355886	HGMD
AP1G1	9	32.87777778	34	30.69669948	35.05885608	26.9	36	30.69669948	HGMD
AP1S1	5	34.4	35	32.83742458	35.96257542	32	36	32.83742458	HGMD
AP1S2	18	32.23833333	34	16.84834722	47.62831945	19.29	40	16.84834722	HGMD
AP1S3	2	26.6	26.6	23.32150454	29.87849546	24.8	28.4	23.32150454	HGMD
AP2A1	4	21.9325	23.9	16.44982921	27.41517079	14.63	25.3	16.44982921	HGMD
AP2B1	40	30.73425	33	15.52317221	45.94532779	17.66	41	15.52317221	HGMD
AP2M1	12	29.24166667	31	14.37812036	44.10521297	15.8	35	14.37812036	HGMD
AP2S1	4	28.025	28.85	22.58184619	33.46815381	21.4	33	22.58184619	HGMD
AP3B1	37	32.94891892	34	14.89834566	50.99949218	18.21	51	14.89834566	HGMD
AP3B2	14	34.16428571	34	17.77192198	50.55664944	21.4	48	17.77192198	HGMD
AP3D1	4	27	26.1	23.08084376	30.91915624	23.8	32	23.08084376	HGMD
AP3S1	3	7.500666667	8.498	5.258583751	9.742749582	5.37	8.634	5.258583751	HGMD
AP4B1	43	34.82093023	34	20.50262533	49.13923514	22.9	51	20.50262533	HGMD
AP4B1-AS1	39	34.57948718	34	19.6855044	49.47346995	22.9	51	19.6855044	HGMD
AP4E1	26	29.92923077	32.5	13.86877987	45.98968167	16.16	39	13.86877987	HGMD
AP4M1	50	30.693	32	13.1435483	48.2424517	11.78	46	13.1435483	HGMD
AP4S1	11	33.35636364	34	18.27643933	48.43628794	18.02	39	18.27643933	HGMD
AP5Z1	24	30.86520833	29.2	5.9561844	55.77423227	9.085	58	5.9561844	HGMD
APAF1	3	26.5	27.9	22.57098069	30.42901931	22.8	28.8	22.57098069	HGMD
APBB1	314	27.23281529	27.05	9.606169671	44.8594609	0.086	47	9.606169671	HGMD
APBB3	3	27.86666667	25.4	22.46720122	33.26613212	25.2	33	22.46720122	HGMD
APC	1774	31.99160485	34	16.40065003	47.58255966	0.012	60	16.40065003	HGMD
APC2	12	31.48333333	31.4	12.44401263	50.52265403	20.1	47	12.44401263	HGMD
APEX1	20	27.2175	27.05	13.91207156	40.52292844	13.65	37	13.91207156	HGMD
APEX2	27	26.78148148	25.3	13.45403844	40.10892453	15.92	38	13.45403844	HGMD
APIP	4	33.55	28.5	16.50725846	50.59274154	22.2	55	16.50725846	HGMD
APLF	5	27.22	26.6	23.00041735	31.43958265	23.5	34	23.00041735	HGMD
APOA1	78	24.51087179	23.6	6.162837323	42.85890627	2.347	39	6.162837323	HGMD
APOA1-AS	78	24.5135641	23.6	6.17830467	42.84882353	2.347	39	6.17830467	HGMD
APOA2	7	15.11757143	14.2	8.836101063	21.39904179	7.903	30	8.836101063	HGMD
APOA4	3	14.148	18.26	0.484	28.89146092	0.484	23.7	0.484	HGMD
APOA5	43	26.64604651	25.5	8.802377232	44.48971579	12.96	40	8.802377232	HGMD
APOB	317	27.68829022	26.9	7.651964145	47.7246163	0.038	46	7.651964145	HGMD
APOBR	6	30.18333333	28.3	21.42374265	38.94292402	20.1	42	21.42374265	HGMD
APOC2	25	25.27432	26.8	1.082942046	49.46569795	0.022	39	1.082942046	HGMD
APOC3	81	24.70553086	23.7	6.408753083	43.00230865	2.347	39	6.408753083	HGMD
APOC4	25	25.27432	26.8	1.082942046	49.46569795	0.022	39	1.082942046	HGMD
APOE	63	23.66006349	24	9.489238262	37.83088872	9.814	37	9.489238262	HGMD
APOF	2	17.595	17.595	7.203990772	27.98600923	11.89	23.3	7.203990772	HGMD
APOL1	2	6.763	6.763	0.076	18.94261064	0.076	13.45	0.076	HGMD
APOLD1	2	21.365	21.365	6.912299172	35.81770083	13.43	29.3	6.912299172	HGMD
APOO	2	30.6	30.6	18.94312725	42.25687275	24.2	37	18.94312725	HGMD
APP	52	24.19215385	26.05	10.29431321	38.08999448	5.956	35	10.29431321	HGMD
APP-DT	3	10.264	9.096	4.198199146	16.32980085	5.956	15.74	4.198199146	HGMD
APPL1	3	29.46666667	28.1	18.62481285	40.30852048	21.3	39	18.62481285	HGMD
APRT	96	26.04423958	24.95	4.137195672	47.95128349	0.007	54	4.137195672	HGMD
APTX	45	33.07555556	33	17.12276578	49.02834533	22.7	63	17.12276578	HGMD
AQP1	6	27.315	25.7	16.40904406	38.22095594	14.19	48	16.40904406	HGMD
AQP2	95	26.00797895	25.7	8.614984416	43.40097348	1	44	8.614984416	HGMD
AQP5	14	24.82714286	25.6	12.99690368	36.65738204	16.05	34	12.99690368	HGMD
AQP5-AS1	99	26.09048485	25.7	9.003201335	43.17776836	1	44	9.003201335	HGMD
AQP6	8	25.37375	26.95	20.26979823	30.47770177	16.05	34	20.26979823	HGMD
AR	700	26.92012143	26.7	11.13779077	42.70245209	0.457	47	11.13779077	HGMD
ARAF	15	30.35133333	33	10.43893022	50.26373644	11	38	10.43893022	HGMD
ARCN1	14	34.36428571	35.5	20.09602235	48.63254907	25.1	43	20.09602235	HGMD
ARF1	2	33.2	33.2	18.99318633	47.40681367	25.4	41	18.99318633	HGMD
ARF3	8	29.4875	28.35	26.45766966	32.51733034	23.8	34	26.45766966	HGMD
ARFGEF1	21	36.05714286	35	19.57690123	52.53738448	25	53	19.57690123	HGMD
ARFGEF2	8	38.125	36.5	34.01582812	42.23417188	34	46	34.01582812	HGMD
ARFRP1	15	23.61	23.1	6.935512697	40.2844873	11.29	37	6.935512697	HGMD
ARG1	82	29.46670732	31	11.79109607	47.14231857	0.238	47	11.79109607	HGMD
ARHGAP1	12	24.82391667	25.45	7.902107642	41.74572569	8.047	34	7.902107642	HGMD
ARHGAP24	2	33.25	33.25	19.13425565	47.36574435	25.5	41	19.13425565	HGMD
ARHGAP29	13	32.97692308	33	22.79561322	43.15823293	26.7	41	22.79561322	HGMD
ARHGAP30	2	28.9	28.9	19.61092952	38.18907048	23.8	34	19.61092952	HGMD
ARHGAP31	6	26.44666667	27.2	19.22695907	33.66637426	17.55	34	19.22695907	HGMD
ARHGAP35	15	32.12666667	34	19.33039651	44.92293682	21.6	38	19.33039651	HGMD
ARHGAP4	338	25.74193491	25.4	11.55752345	39.92634637	4.419	41	11.55752345	HGMD
ARHGAP44	13	28.74761538	29.7	2.266235174	55.2289956	0.319	49	2.266235174	HGMD
ARHGAP5	3	30.03333333	34	21.69081525	38.37585142	22.1	34	21.69081525	HGMD
ARHGAP6	30	26.64526667	25.85	10.16292178	43.12761155	7.638	38	10.16292178	HGMD
ARHGAP9	21	29.70714286	28.3	9.154913161	50.25937255	19.54	54	9.154913161	HGMD
ARHGDIA	6	29.16666667	29.1	23.07094043	35.2623929	20.3	38	23.07094043	HGMD
ARHGEF1	12	30.8125	32	17.9890555	43.6359445	19.85	37	17.9890555	HGMD
ARHGEF10	7	29.35714286	27.9	25.3235335	33.39075222	23.8	36	25.3235335	HGMD
ARHGEF15	5	29.788	29.2	19.67652795	39.89947205	16.74	44	19.67652795	HGMD
ARHGEF18	4	33.075	30.4	19.84535946	46.30464054	22.5	49	19.84535946	HGMD
ARHGEF28	8	20.5685	21.05	9.990121885	31.14687812	0.857	38	9.990121885	HGMD
ARHGEF39	123	12.9267561	16.22	0.001	33.88513028	0.001	22.3	0.001	HGMD
ARHGEF6	7	25.90285714	24.4	19.57826356	32.22745072	17.57	35	19.57826356	HGMD
ARHGEF9	33	29.22484848	28.2	13.64822056	44.80147641	14.62	47	13.64822056	HGMD
ARHGEF9-IT1	10	31.46	30.7	14.01146082	48.90853918	22.7	47	14.01146082	HGMD
ARID1A	73	33.45479452	34	17.64365693	49.26593211	20.6	57	17.64365693	HGMD
ARID1B	337	34.20821958	35	18.51137866	49.90506051	0.514	54	18.51137866	HGMD
ARID2	26	34.97307692	34.5	22.56550831	47.38064553	24.4	46	22.56550831	HGMD
ARID4A	3	25.66666667	26.6	23.70372124	27.6296121	23.8	26.6	23.70372124	HGMD
ARIH1	4	31.325	30.5	23.78581615	38.86418385	25.3	39	23.78581615	HGMD
ARIH2	3	28	26.5	20.24869851	35.75130149	22.5	35	20.24869851	HGMD
ARL13B	13	31.00230769	33	17.53202507	44.47259032	19.33	40	17.53202507	HGMD
ARL14EP	2	30.25	30.25	25.24118749	35.25881251	27.5	33	25.24118749	HGMD
ARL14EP-DT	9	26.07777778	24.5	23.21953197	28.93602359	22.6	34	23.21953197	HGMD
ARL14EPP1	4	2.93675	0.8985	0.463	7.815771405	0.463	9.487	0.463	HGMD
ARL2BP	10	29.82	32.5	18.248361	41.391639	21.7	35	18.248361	HGMD
ARL3	8	30.75	32	28.11409773	33.38590227	24	33	28.11409773	HGMD
ARL6	26	30.015	29.8	17.29799973	42.73200027	16.85	39	17.29799973	HGMD
ARL6IP1	5	31.94	34	26.62524576	37.25475424	23.9	36	26.62524576	HGMD
ARMC12	3	24.9	23.7	22.37621302	27.42378698	23.7	27.3	22.37621302	HGMD
ARMC2	7	31.97142857	32	27.90343717	36.03941997	26.3	38	27.90343717	HGMD
ARMC5	55	27.7836	25.9	7.600644134	47.96655587	6.978	41	7.600644134	HGMD
ARMC9	14	30.91785714	32	10.48759344	51.34812085	12.25	49	10.48759344	HGMD
ARMH4	2	25.385	25.385	11.51514281	39.25485719	17.77	33	11.51514281	HGMD
ARMS2	19	31.23684211	32	17.7019074	44.77177681	23.9	41	17.7019074	HGMD
ARNT	33	28.31636364	27.9	14.94973879	41.68298848	18.2	38	14.94973879	HGMD
ARNT2	2	29.4	29.4	22.84300908	35.95699092	25.8	33	22.84300908	HGMD
ARPC1B	18	32.88888889	34	18.95190697	46.8258708	21.7	43	18.95190697	HGMD
ARPC4	2	31.2	31.2	27.92150454	34.47849546	29.4	33	27.92150454	HGMD
ARR3	11	26.37545455	25	8.235951361	44.51495773	12.33	37	8.235951361	HGMD
ARSA	303	27.42026073	27.4	9.957660541	44.88286091	0.026	54	9.957660541	HGMD
ARSB	235	29.6903617	29.7	12.75835057	46.62237284	4.415	50	12.75835057	HGMD
ARSG	14	29.37857143	29.05	20.45447995	38.3026629	23	36	20.45447995	HGMD
ARSK	3	35	35	32.57148484	37.42851516	33	37	32.57148484	HGMD
ARSL	42	20.68245238	20.7	5.132805056	36.23209971	0.429	35	5.132805056	HGMD
ART3	2	25.05	25.05	16.39841475	33.70158525	20.3	29.8	16.39841475	HGMD
ARTN	3	34	32	28.70717392	39.29282608	31	39	28.70717392	HGMD
ARV1	17	30.03764706	33	13.72165946	46.35363466	14.77	37	13.72165946	HGMD
ARX	100	30.24746	32	14.33399753	46.16092247	7.082	45	14.33399753	HGMD
ASAH1	74	27.84251351	28.3	9.298416339	46.38661069	3.704	47	9.298416339	HGMD
ASAH1-AS1	4	18.26225	19.165	7.025510913	29.49898909	5.419	29.3	7.025510913	HGMD
ASB10	5	19.3994	21.2	5.586896266	33.21190373	0.147	36	5.586896266	HGMD
ASB3	4	22.565	23.6	16.7664262	28.3635738	15.86	27.2	16.7664262	HGMD
ASB8	6	31.18333333	32	28.17059372	34.19607295	26.2	34	28.17059372	HGMD
ASCC1	11	32.44545455	34	11.26403352	53.62687557	15.41	43	11.26403352	HGMD
ASCC3	12	33.70833333	32.5	14.520434	52.89623266	24.3	52	14.520434	HGMD
ASCL1	2	19.275	19.275	14.67599942	23.87400058	16.75	21.8	14.67599942	HGMD
ASGR1	2	22.4365	22.4365	9.873	45.31948763	9.873	35	9.873	HGMD
ASH1L	26	28.07938462	28.25	9.488374202	46.67039503	0.544	38	9.488374202	HGMD
ASH2L	98	29.70623469	30.5	14.78025203	44.63221735	3.541	43	14.78025203	HGMD
ASIC4-AS1	30	30.241	29.1	12.83548606	47.64651394	15.57	41	12.83548606	HGMD
ASL	195	29.19095385	28.9	12.79955775	45.58234995	4.859	51	12.79955775	HGMD
ASMT	7	14.37714286	12.77	3.590419799	25.16386592	0.004	34	3.590419799	HGMD
ASNS	51	29.34901961	28.3	17.62899655	41.06904267	21.5	42	17.62899655	HGMD
ASNSP6	5	20.748	21.3	19.44288242	22.05311758	18.84	21.9	19.44288242	HGMD
ASPA	106	29.14066038	28.9	16.3320137	41.94930705	14.87	44	16.3320137	HGMD
ASPH	22	31.75204545	35	10.47893647	53.02515444	7.995	47	10.47893647	HGMD
ASPM	270	29.55727778	29.7	9.291674345	49.82288121	1.314	59	9.291674345	HGMD
ASPRV1	3	24.4	25.1	22.82146515	25.97853485	22.9	25.2	22.82146515	HGMD
ASS1	183	29.53917486	29.4	13.96462145	45.11372828	0.01	51	13.96462145	HGMD
ASTN1	2	22.885	22.885	4.461676891	41.30832311	12.77	33	4.461676891	HGMD
ASTN2	31	28.78709677	27.7	14.97017286	42.60402069	17.36	39	14.97017286	HGMD
ASXL1	64	28.3623125	28.95	8.952059703	47.7725653	0.008	42	8.952059703	HGMD
ASXL2	12	28.46666667	27.45	16.31407739	40.61925595	21.8	36	16.31407739	HGMD
ASXL3	138	30.90896377	33	13.64481725	48.17311028	5.627	44	13.64481725	HGMD
ATAD1	6	37.16666667	35	31.92926438	42.40406895	32	44	31.92926438	HGMD
ATAD3A	33	26.37136364	26.8	4.910186372	47.8325409	0.295	40	4.910186372	HGMD
ATAD5	2	23.59	23.59	12.09705202	35.08294798	17.28	29.9	12.09705202	HGMD
ATCAY	5	27.668	33	17.59226604	37.74373396	12.84	35	17.59226604	HGMD
ATF4	2	27.75	27.75	27.29465341	28.20534659	27.5	28	27.29465341	HGMD
ATF6	19	30.57105263	32	16.61962879	44.52247648	16.25	40	16.61962879	HGMD
ATF6B	2	29.55	29.55	26.90898977	32.19101023	28.1	31	26.90898977	HGMD
ATG10	2	26.8	26.8	26.61786136	26.98213864	26.7	26.9	26.61786136	HGMD
ATG12	3	7.500666667	8.498	5.258583751	9.742749582	5.37	8.634	5.258583751	HGMD
ATG4D	9	27.23333333	28.4	22.87307581	31.59359086	18.7	35	22.87307581	HGMD
ATG5	8	32.0875	33	26.13282039	38.04217961	22	42	26.13282039	HGMD
ATG7	11	25.22590909	28.9	5.748	51.53376205	5.748	39	5.748	HGMD
ATG9A	14	25.78128571	27.35	9.525775558	42.03679587	5.958	32	9.525775558	HGMD
ATG9B	3	34	31	26.6139595	41.3860405	30	41	26.6139595	HGMD
ATIC	8	32.175	30.25	26.39788264	37.95211736	22.6	43	26.39788264	HGMD
ATL1	100	28.0069	28	13.63148549	42.38231451	11.35	51	13.63148549	HGMD
ATL3	4	33.375	30	24.64735868	42.10264132	28.5	45	24.64735868	HGMD
ATM	1274	30.57512166	32	12.44628111	48.70396221	0.008	61	12.44628111	HGMD
ATN1	40	24.37605	23.55	0.038	54.90405169	0.038	63	0.038	HGMD
ATOH1	2	28.9	28.9	19.61092952	38.18907048	23.8	34	19.61092952	HGMD
ATOH7	8	29.7625	30.2	25.47064701	34.05435299	22.8	38	25.47064701	HGMD
ATP10B	11	19.55290909	22.8	1.058	45.03794164	1.058	34	1.058	HGMD
ATP11A	3	24.8	24.4	23.04877282	26.55122718	23.6	26.4	23.04877282	HGMD
ATP11C	5	26.78	24.6	20.61460311	32.94539689	22.1	37	20.61460311	HGMD
ATP13A2	67	29.91271642	32	7.828746333	51.9966865	0.015	47	7.828746333	HGMD
ATP13A3	22	32.47772727	33.5	14.13303151	50.82242303	17.69	50	14.13303151	HGMD
ATP13A4	7	27.79	24.2	20.81886538	34.76113462	17.93	40	20.81886538	HGMD
ATP1A1	24	27.8625	27.35	22.00717836	33.71782164	24.1	33	22.00717836	HGMD
ATP1A1-AS1	24	27.8625	27.35	22.00717836	33.71782164	24.1	33	22.00717836	HGMD
ATP1A2	130	28.87056154	28.2	16.19561465	41.54550842	0.213	47	16.19561465	HGMD
ATP1A3	203	27.20068473	27.4	17.78117169	36.62019777	5.319	37	17.78117169	HGMD
ATP1A4	2	28.95	28.95	27.58396022	30.31603978	28.2	29.7	27.58396022	HGMD
ATP2A1	42	29.4732381	32	9.58194383	49.36453236	4.566	46	9.58194383	HGMD
ATP2A1-AS1	13	27.02584615	26.3	4.566	55.17903022	4.566	46	4.566	HGMD
ATP2A2	268	30.47820896	32	13.13536981	47.8210481	0.008	53	13.13536981	HGMD
ATP2A3	5	29.5	30	23.96778064	35.03221936	22.6	36	23.96778064	HGMD
ATP2B1	11	34.88181818	33	16.62005932	53.14357704	26.9	54	16.62005932	HGMD
ATP2B2	11	34.97272727	35	9.096662372	60.84879217	22.3	50	9.096662372	HGMD
ATP2B3	9	26.13333333	25.5	24.15873827	28.10792839	23.6	29.5	24.15873827	HGMD
ATP2B4	2	34.1	34.1	19.7110477	48.4889523	26.2	42	19.7110477	HGMD
ATP2C1	239	33.38528033	34	18.53884566	48.23171501	7.892	53	18.53884566	HGMD
ATP4A	13	31.93846154	33	17.64335384	46.23356924	22.5	44	17.64335384	HGMD
ATP5F1A	5	30.5	31	28.13921345	32.86078655	26.5	32	28.13921345	HGMD
ATP5F1D	2	27	27	25.90716818	28.09283182	26.4	27.6	25.90716818	HGMD
ATP5F1E	22	28.44636364	26.7	12.08502012	44.80770715	17.78	42	12.08502012	HGMD
ATP5MC3	3	28.1	29	25.32309088	30.87690912	25.5	29.8	25.32309088	HGMD
ATP5ME	11	26.15618182	25.5	0.914265125	51.39809851	5.798	42	0.914265125	HGMD
ATP5MFP2	2	30.4	30.4	27.48578181	33.31421819	28.8	32	27.48578181	HGMD
ATP5MFP4	7	32.05714286	33	25.96653899	38.14774672	23.5	40	25.96653899	HGMD
ATP5MG	8	30.675	29.15	27.45143234	33.89856766	26.9	36	27.45143234	HGMD
ATP5MGL	8	30.5425	28.1	23.33807974	37.74692026	19.34	42	23.33807974	HGMD
ATP5PB	3	35	33	29.70717392	40.29282608	32	40	29.70717392	HGMD
ATP5PO	3	30.35	22.8	4.944217203	55.7557828	14.25	54	4.944217203	HGMD
ATP6AP1	16	24.5925625	25.7	7.519364825	41.66576018	2.861	36	7.519364825	HGMD
ATP6AP1-DT	87	28.7327931	27.9	11.61099711	45.8545891	1.362	47	11.61099711	HGMD
ATP6AP2	7	15.24628571	15.08	8.953937848	21.53863358	6.511	24.2	8.953937848	HGMD
ATP6V0A2	58	30.57051724	33	15.78384863	45.35718585	16.82	43	15.78384863	HGMD
ATP6V0A4	96	30.5965625	31	12.6045347	48.5885903	13.24	50	12.6045347	HGMD
ATP6V0B	2	29.85	29.85	22.29124657	37.40875343	25.7	34	22.29124657	HGMD
ATP6V0C	16	29.291875	31	15.25557506	43.32817494	14.36	35	15.25557506	HGMD
ATP6V0CP3	12	28.255	27.15	9.306813471	47.20318653	14.16	39	9.306813471	HGMD
ATP6V0D1	39	24.56615385	26	8.729352266	40.40295543	1.31	34	8.729352266	HGMD
ATP6V1A	26	30.02692308	32	19.72990924	40.32393692	20.2	36	19.72990924	HGMD
ATP6V1B1	72	32.67277778	33.5	16.661512	48.68404356	19.54	50	16.661512	HGMD
ATP6V1B1-AS1	3	32.6	35	21.85673642	43.34326358	22.8	40	21.85673642	HGMD
ATP6V1B2	9	31.53333333	32	26.56475908	36.50190758	24	41	26.56475908	HGMD
ATP6V1C2	2	31.15	31.15	24.13766248	38.16233752	27.3	35	24.13766248	HGMD
ATP6V1D	3	29.66666667	25.9	20.89006754	38.44326579	25.1	38	20.89006754	HGMD
ATP6V1E1	2	32	32	30.17861363	33.82138637	31	33	30.17861363	HGMD
ATP6V1F	8	34.95	33	26.36831725	43.53168275	21.2	50	26.36831725	HGMD
ATP7A	307	29.26155049	29	14.00125627	44.52184471	2.018	40	14.00125627	HGMD
ATP7B	1110	26.63338198	25.9	8.822522689	44.44424127	0.008	51	8.822522689	HGMD
ATP8A2	35	31.35142857	33	15.78506665	46.91779049	18.9	45	15.78506665	HGMD
ATP8B1	186	30.61924731	31	14.95825993	46.28023469	13.37	50	14.95825993	HGMD
ATP8B1-AS1	92	31.68815217	32	14.55393722	48.82236713	13.37	50	14.55393722	HGMD
ATP9A	7	38	36	32.02110395	43.97889605	30	49	32.02110395	HGMD
ATPAF2	4	31.55	30.95	28.67806584	34.42193416	29.3	35	28.67806584	HGMD
ATR	31	30.81096774	34	9.208898039	52.41303744	11.8	42	9.208898039	HGMD
ATRAID	6	28.02	27.7	22.34453098	33.69546902	19.62	38	22.34453098	HGMD
ATRIP	93	26.38908602	25.4	9.647206635	43.13096541	1.195	53	9.647206635	HGMD
ATRN	2	26.355	26.355	14.25188759	38.45811241	19.71	33	14.25188759	HGMD
ATRX	167	25.6991018	24.6	11.29618798	40.10201561	7.4	57	11.29618798	HGMD
ATXN2	8	27.75375	28.45	22.50646789	33.00103211	15.63	38	22.50646789	HGMD
AUH	26	30.615	32	17.50616954	43.72383046	19.21	38	17.50616954	HGMD
AUP1	14	31.46428571	33	20.53483694	42.39373448	21.5	39	20.53483694	HGMD
AURKC	7	28.22857143	26	23.76567364	32.69146922	23.4	36	23.76567364	HGMD
AUTS2	18	31.84444444	32	13.64220447	50.04668442	18.16	49	13.64220447	HGMD
AVIL	16	27.679375	26.1	16.14182153	39.21692847	19.97	37	16.14182153	HGMD
AVP	96	26.65020833	26.25	15.64635872	37.65405795	15.33	37	15.64635872	HGMD
AVPR2	300	25.49751333	25.2	11.128044	39.86698267	4.419	41	11.128044	HGMD
AWAT2	20	28.2465	31	15.24804689	41.24495311	16.29	34	15.24804689	HGMD
AXDND1	125	27.971264	28.1	9.58677057	46.35575743	0.013	44	9.58677057	HGMD
AXIN1	8	26.461	27	15.06658965	37.85541035	0.738	41	15.06658965	HGMD
AXIN2	31	28.58609677	29.1	6.235177783	50.93701576	8.956	50	6.235177783	HGMD
AXL	13	25.58976923	24.9	8.719917118	42.45962134	8.267	34	8.719917118	HGMD
B2M	4	24.6225	25.35	15.88354413	33.36145587	14.79	33	15.88354413	HGMD
B3GALNT1	14	30.75	32	19.74572938	41.75427062	24.9	38	19.74572938	HGMD
B3GALNT2	28	29.30428571	29.35	14.10244903	44.5061224	17.29	40	14.10244903	HGMD
B3GALT6	46	27.20586957	27.7	10.02468046	44.38705867	5	41	10.02468046	HGMD
B3GAT3	42	27.11095238	26.65	10.52926036	43.6926444	13.21	41	10.52926036	HGMD
B3GLCT	15	28.92333333	32	14.25377802	43.59288864	18.98	38	14.25377802	HGMD
B3GNT3	5	21.49	22.1	12.14245493	30.83754507	11.31	35	12.14245493	HGMD
B3GNT8	78	30.31374359	31	13.69835213	46.92913505	1.182	46	13.69835213	HGMD
B3GNTL1	4	29.2725	26.6	14.22406911	44.32093089	15.89	48	14.22406911	HGMD
B4GALNT1	20	28.72	29.6	13.50333335	43.93666665	18.95	40	13.50333335	HGMD
B4GALT1	5	34	34	30.74180501	37.25819499	30	38	30.74180501	HGMD
B4GALT3	196	29.06186735	29.15	14.70142557	43.42230912	7.786	41	14.70142557	HGMD
B4GALT7	15	30.5	28.8	6.380866383	54.61913362	13.47	59	6.380866383	HGMD
B4GAT1	4	29.6	30.2	21.49738919	37.70261081	21	37	21.49738919	HGMD
B4GAT1-DT	5	29.26	27.9	22.73075284	35.78924716	21	37	22.73075284	HGMD
B9D1	13	25.10169231	27.5	7.50124888	42.70213574	7.732	35	7.50124888	HGMD
B9D2	11	25.24090909	26.4	8.871384608	41.61043357	13.36	34	8.871384608	HGMD
BAAT	8	26.5125	24.25	21.66986438	31.35513562	21.7	36	21.66986438	HGMD
BACH2	3	26.23333333	24.9	21.06120416	31.4054625	22.8	31	21.06120416	HGMD
